bp	wp	player	move	reaction_time	player_id	16
34816	8388608	White	12	15	394	16
34816	8396800	Black	3	12	397	16
34832	8396800	White	3	11	389	16
34832	8413184	Black	5	14	399	16
1083408	8413184	White	2	8	172	16
1083408	545284096	Black	21	14	394	16
1083440	545284096	White	3	4	102	16
1083440	545284160	Black	3	11	178	16
1607728	545284160	White	22	6	128	16
1607728	545284168	Black	33	10	162	16
8591542320	545284168	White	21	7	48	16
8591542320	1619025992	Black	22	8	92	16
8595736624	1619025992	White	21	1	1	16
0	0	Black	22	12	400	16
4294967296	0	White	34	9	373	16
4294967296	2147483648	Black	22	12	400	16
4294967300	2147483648	White	22	13	393	16
4294967300	2147483680	Black	22	12	400	16
4429185028	2147483680	White	22	14	397	16
4429185028	2151677984	Black	4	11	397	16
4429185044	2151677984	White	3	21	394	16
4429185044	2151677992	Black	23	8	400	16
4429193236	2151677992	White	12	12	395	16
4429193236	2153775144	Black	23	22	399	16
4430241812	2153775144	White	12	5	121	16
4430241812	2422210600	Black	11	21	392	16
5503983636	2422210600	White	11	7	85	16
5503983636	2422211624	Black	11	17	244	16
5503987732	2422211624	White	11	3	38	16
5503987732	2422211626	Black	11	3	22	16
5504512020	2422211626	White	11	3	20	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	8192	Black	30	11	400	16
4198400	8192	White	32	12	376	16
4198400	8224	Black	21	11	249	16
6295552	8224	White	20	3	53	16
6295552	8232	Black	23	4	89	16
14684160	8232	White	24	1	1	16
14684160	1056808	Black	24	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	2097152	Black	14	12	400	16
4202496	2097152	White	12	9	393	16
4202496	2149580800	Black	14	15	400	16
4206592	2149580800	White	11	3	63	16
4206592	2149582848	Black	1	14	400	16
4206594	2149582848	White	2	18	226	16
4206594	2149582856	Black	14	13	241	16
4239362	2149582856	White	14	1	1	16
4239362	2149599240	Black	32	26	396	16
4299206658	2149599240	White	2	1	1	16
4299206658	2149599244	Black	29	24	383	16
4300255234	2149599244	White	24	15	389	16
4300255234	2149599260	Black	5	17	393	16
4300255266	2149599260	White	24	14	360	16
0	0	Black	22	12	400	16
2097152	0	White	20	11	398	16
2097152	4194304	Black	13	11	400	16
2105344	4194304	White	5	10	395	16
2105344	4198400	Black	32	11	400	16
2105376	4198400	White	29	1	1	16
2105376	541069312	Black	32	14	399	16
2121760	541069312	White	32	12	367	16
2121760	541102080	Black	32	22	400	16
2121776	541102080	White	32	7	89	16
2121776	541102144	Black	32	21	400	16
18898992	541102144	White	34	1	1	16
18898992	17720971328	Black	23	24	369	16
4313866288	17720971328	White	23	1	1	16
4313866288	17729359936	Black	31	18	400	16
4313931824	17729359936	White	8	1	1	16
4313931824	17729360192	Black	31	20	389	16
4313931832	17729360192	White	2	1	1	16
4313931832	17729360196	Black	20	18	382	16
6461415480	17729360196	White	30	17	378	16
6461415480	17729361220	Black	11	16	283	16
6461417528	17729361220	White	1	1	1	16
6461417528	17729361222	Black	20	14	277	16
6461941816	17729361222	White	20	3	14	16
6461941816	17863578950	Black	20	12	132	16
6462203960	17863578950	White	20	1	1	16
6462203960	17864627526	Black	28	10	92	16
7535945784	17864627526	White	33	1	1	16
7535945784	26454562118	Black	28	8	70	16
7603054648	26454562118	White	25	7	60	16
7603054648	26488116550	Black	28	6	51	16
7603054776	26488116550	White	28	5	25	16
7603054776	26488247622	Black	28	4	9	16
41962793144	26488247622	White	28	3	6	16
41962793144	26488248134	Black	28	2	3	16
41962793145	26488248134	White	28	1	1	16
0	0	Black	22	12	400	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	32768	Black	21	11	399	16
20971520	32768	White	23	3	35	16
20971520	8421376	Black	31	12	400	16
20987904	8421376	White	4	8	325	16
20987904	2155905024	Black	7	12	398	16
20988032	2155905024	White	4	7	249	16
20988032	2155905040	Black	32	15	394	16
20988096	2155905040	White	30	1	1	16
20988096	3229646864	Black	8	26	377	16
21053632	3229646864	White	8	17	62	16
21053632	7524614160	Black	33	2	25	16
8610988224	7524614160	White	29	23	389	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	8388608	Black	12	14	400	16
4196352	8388608	White	31	10	398	16
4196352	8404992	Black	20	11	400	16
4196368	8404992	White	20	8	386	16
4196368	8413184	Black	15	20	399	16
4196372	8413184	White	20	7	132	16
4196372	8413192	Black	33	8	135	16
8594130964	8413192	White	20	7	93	16
8594130964	10510344	Black	29	25	394	16
9131001876	10510344	White	20	1	1	16
9131001876	10514440	Black	20	2	2	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	32768	Black	21	11	399	16
4210688	32768	White	6	10	397	16
4210688	8589967360	Black	6	9	373	16
20987904	8589967360	White	23	3	32	16
20987904	8589967376	Black	23	3	31	16
29376512	8589967376	White	21	1	1	16
29376512	8589967377	Black	21	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	4096	Black	23	16	400	16
20971520	4096	White	23	6	47	16
20971520	20480	Black	23	3	35	16
29360128	20480	White	21	1	1	16
29360128	1073762304	Black	25	1	1	16
0	0	Black	22	12	400	16
0	0	Black	22	12	400	16
2097152	0	White	20	11	398	16
2097152	8192	Black	22	13	400	16
2621440	8192	White	20	3	34	16
2621440	1056768	Black	11	13	395	16
2621442	1056768	White	11	7	210	16
2621442	1058816	Black	12	17	398	16
2637826	1058816	White	30	20	398	16
2637826	1059840	Black	12	28	387	16
2641922	1059840	White	30	10	118	16
2641922	1059844	Black	29	26	388	16
539512834	1059844	White	30	8	148	16
539512834	34614276	Black	30	7	122	16
556290050	34614276	White	30	8	191	16
556290050	38808580	Black	30	16	221	16
1630031874	38808580	White	3	1	1	16
1630031874	38808588	Black	31	5	52	16
3777515522	38808588	White	28	1	1	16
3777515522	307244044	Black	32	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	2048	Black	23	12	398	16
4210688	2048	White	30	10	389	16
4210688	3072	Black	30	8	385	16
4214784	3072	White	32	7	336	16
4214784	2147486720	Black	32	7	220	16
1077956608	2147486720	White	6	3	30	16
1077956608	2147486784	Black	21	6	96	16
5372923904	2147486784	White	2	1	1	16
5372923904	2147486788	Black	23	5	90	16
5375021056	2147486788	White	23	3	26	16
5375021056	2147486796	Black	23	3	25	16
5383409664	2147486796	White	5	1	1	16
5383409664	2147486812	Black	5	1	1	16
0	0	Black	22	12	400	16
2097152	0	White	20	11	398	16
2097152	4194304	Black	13	11	400	16
2099200	4194304	White	31	10	387	16
2099200	4198400	Black	31	11	400	16
10487808	4198400	White	31	11	389	16
10487808	4214784	Black	31	16	400	16
10520576	4214784	White	31	3	30	16
10520576	2151698432	Black	4	7	326	16
547391488	2151698432	White	13	10	230	16
547391488	6446665728	Black	2	23	367	16
17727260672	6446665728	White	2	25	316	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	8192	Black	30	11	400	16
4198400	8192	White	32	12	376	16
4198400	1056768	Black	23	12	368	16
1077940224	1056768	White	32	7	237	16
1077940224	1122304	Black	14	7	138	16
1077956608	1122304	White	6	1	1	16
1077956608	1122368	Black	32	5	55	16
5372923904	1122368	White	2	1	1	16
5372923904	1122372	Black	31	3	27	16
5381312512	1122372	White	5	1	1	16
5381312512	1124420	Black	5	3	25	16
0	0	Black	22	12	400	16
256	0	White	32	11	399	16
256	128	Black	22	9	400	16
131328	128	White	26	16	361	16
131328	34359738496	Black	22	8	400	16
67240192	34359738496	White	16	12	398	16
67240192	34393292928	Black	15	23	398	16
67272960	34393292928	White	16	13	400	16
67272960	51573162112	Black	16	19	396	16
67338496	51573162112	White	14	1	2	16
67338496	51573178496	Black	32	18	399	16
67338560	51573178496	White	24	12	154	16
67338560	60163113088	Black	32	22	400	16
4362305856	60163113088	White	24	1	1	16
4362305856	60179890304	Black	4	21	400	16
4370694464	60179890304	White	4	21	376	16
4370694464	60179890336	Black	4	12	400	16
4370694480	60179890336	White	3	19	391	16
4370694480	60184084640	Black	1	18	399	16
6518178128	60184084640	White	30	17	313	16
6518178128	60720955552	Black	21	16	367	16
6520275280	60720955552	White	30	15	360	16
6520275280	60720957600	Black	20	14	268	16
6520279376	60720957600	White	28	13	154	16
6520279376	60720957608	Black	20	12	129	16
6521327952	60720957608	White	28	1	1	16
6521327952	60989393064	Black	19	10	115	16
6521852240	60989393064	White	18	1	1	16
6521852240	60989655208	Black	30	8	69	16
7595594064	60989655208	White	1	7	86	16
7595594064	60989655209	Black	9	6	21	16
7595594576	60989655209	White	10	5	20	16
7595594576	60989655211	Black	2	4	5	16
7595594580	60989655211	White	27	3	8	16
7595594580	60989656235	Black	27	2	2	16
7729812308	60989656235	White	13	1	1	16
0	0	Black	22	12	400	16
256	0	White	32	11	399	16
256	131072	Black	22	9	400	16
16777472	131072	White	23	8	233	16
16777472	196608	Black	22	12	392	16
16810240	196608	White	23	7	249	16
16810240	196672	Black	23	16	397	16
50364672	196672	White	23	6	47	16
50364672	67305536	Black	23	11	281	16
50381056	67305536	White	23	7	94	16
50381056	67305664	Black	13	7	245	16
58769664	67305664	White	22	1	1	16
58769664	71499968	Black	5	7	104	16
58769680	71499968	White	34	3	52	16
58769680	17251369152	Black	13	12	116	16
58769712	17251369152	White	35	1	1	16
58769712	21546336448	Black	35	1	1	16
8648704304	21546336448	White	13	3	20	16
8648704304	21546340544	Black	2	4	21	16
8648704308	21546340544	White	3	1	1	16
8648704308	21546340552	Black	35	7	12	16
9722446132	21546340552	White	35	5	13	16
9722446132	21546348744	Black	35	8	14	16
9722448180	21546348744	White	35	3	15	16
9722448180	21547397320	Black	28	8	60	16
10259319092	21547397320	White	28	3	12	16
10259319092	21547921608	Black	21	5	43	16
10261416244	21547921608	White	28	3	19	16
10261416244	21547921610	Black	28	3	9	16
10529851700	21547921610	White	27	1	1	16
10529851700	23695405258	Black	27	1	1	16
0	0	Black	22	12	400	16
256	0	White	32	11	399	16
256	1024	Black	13	8	398	16
8448	1024	White	24	8	395	16
8448	2098176	Black	14	13	397	16
8397056	2098176	White	3	10	389	16
8397056	2098184	Black	12	13	337	16
8397088	2098184	White	14	5	154	16
8397088	2114568	Black	7	9	159	16
8429856	2114568	White	31	7	173	16
8429856	2114696	Black	25	5	55	16
41984288	2114696	White	35	3	26	16
41984288	34361853064	Black	24	3	25	16
58761504	34361853064	White	22	1	1	16
58761504	34428961928	Black	22	1	1	16
0	0	Black	22	12	400	16
256	0	White	32	11	399	16
256	4194304	Black	7	10	397	16
16777472	4194304	White	32	14	391	16
16777472	1077936128	Black	32	9	355	16
16793856	1077936128	White	16	7	251	16
16793856	1077940224	Black	32	7	178	16
18891008	1077940224	White	32	9	280	16
18891008	1077940240	Black	32	13	385	16
19939584	1077940240	White	32	17	377	16
19939584	1077940244	Black	32	23	368	16
4314906880	1077940244	White	16	3	53	16
4314906880	1086328852	Black	16	4	7	16
0	0	Black	22	12	400	16
16384	0	White	22	8	398	16
16384	32	Black	22	11	400	16
16793600	32	White	4	9	372	16
16793600	48	Black	3	9	400	16
20987904	48	White	23	3	35	16
20987904	8388656	Black	6	7	138	16
4315955200	8388656	White	12	7	213	16
4315955200	8388720	Black	7	3	35	16
4315955328	8388720	White	3	9	227	16
0	0	Black	22	12	400	16
512	0	White	11	9	395	16
512	1024	Black	22	10	400	16
2560	1024	White	2	10	400	16
2560	2098176	Black	30	9	400	16
526848	2098176	White	2	15	396	16
526848	3146752	Black	3	12	400	16
4721152	3146752	White	30	14	400	16
4721152	3146753	Black	30	12	397	16
1078462976	3146753	White	2	9	387	16
1078462976	137364481	Black	14	9	341	16
1078471168	137364481	White	31	6	89	16
1078471168	137364497	Black	12	9	140	16
1078487552	137364497	White	12	1	1	16
1078487552	137368593	Black	6	7	11	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	17179869184	Black	14	10	400	16
268443648	17179869184	White	11	9	390	16
268443648	19327352832	Black	12	13	399	16
276832256	19327352832	White	33	11	394	16
276832256	27917287424	Black	32	16	399	16
4571799552	27917287424	White	22	7	171	16
4571799552	27917303808	Black	4	16	398	16
4573896704	27917303808	White	22	6	48	16
4573896704	27921498112	Black	30	16	377	16
4573896736	27921498112	White	29	1	1	16
4573896736	28458369024	Black	4	16	396	16
4573898784	28458369024	White	12	19	139	16
4573898784	28458373120	Black	4	20	397	16
4573898792	28458373120	White	4	5	42	16
4573898792	28458373136	Black	24	20	388	16
4574947368	28458373136	White	24	19	295	16
4574947368	28458897424	Black	24	18	224	16
4574947372	28458897424	White	24	17	122	16
4574947372	28458897425	Black	24	16	210	16
4591724588	28458897425	White	25	15	204	16
4591724588	28492451857	Black	16	14	320	16
4591790124	28492451857	White	8	1	1	16
4591790124	28492452113	Black	27	12	295	16
4591790188	28492452113	White	27	11	266	16
4591790188	28492714257	Black	27	10	179	16
4591790700	28492714257	White	27	9	119	16
4591790700	29566456081	Black	27	8	134	16
4591791724	29566456081	White	27	7	62	16
4591791724	29566587153	Black	35	6	20	16
4591824492	29566587153	White	27	5	19	16
4591824492	29566587155	Black	35	4	9	16
4591824620	29566587155	White	27	3	6	16
4591824620	29633696019	Black	35	2	2	16
38951562988	29633696019	White	27	1	1	16
0	0	Black	22	12	400	16
256	0	White	32	11	399	16
256	65536	Black	13	10	400	16
384	65536	White	6	11	400	16
384	65600	Black	13	14	398	16
33152	65600	White	23	15	400	16
33152	8454208	Black	22	9	400	16
16810368	8454208	White	32	12	400	16
16810368	8598388800	Black	13	10	400	16
16818560	8598388800	White	14	27	390	16
16818560	8598405184	Black	32	16	395	16
4311785856	8598405184	White	29	17	394	16
4311785856	10745888832	Black	22	18	400	16
4345340288	10745888832	White	22	23	390	16
4345340288	10812997696	Black	22	20	400	16
38705078656	10812997696	White	5	1	1	16
38705078656	10812997728	Black	4	20	358	16
38705078664	10812997728	White	12	19	380	16
38705078664	10812999776	Black	30	18	231	16
38705078680	10812999776	White	2	17	243	16
38705078680	10817194080	Black	30	4	32	16
38707175832	10817194080	White	30	15	259	16
38707175832	10817198176	Black	30	14	272	16
39780917656	10817198176	White	2	13	259	16
39780917656	10817199200	Black	9	12	175	16
39780918168	10817199200	White	2	11	120	16
39780918168	10817199204	Black	20	10	105	16
39781966744	10817199204	White	18	9	69	16
39781966744	10817723492	Black	29	8	78	16
40050402200	10817723492	White	29	7	50	16
40050402200	10951941220	Black	29	6	18	16
40050664344	10951941220	White	29	5	20	16
40050664344	11488812132	Black	0	4	17	16
40050664346	11488812132	White	0	3	7	16
40050664346	11488812133	Black	34	2	3	16
40050795418	11488812133	White	34	1	1	16
0	0	Black	22	12	400	16
256	0	White	32	11	399	16
256	65536	Black	13	10	400	16
16777472	65536	White	23	10	400	16
16777472	4295032832	Black	22	12	399	16
20971776	4295032832	White	23	3	34	16
20971776	4295036928	Black	23	3	31	16
20988160	4295036928	White	23	3	30	16
20988160	4303425536	Black	6	11	225	16
21020928	4303425536	White	6	5	86	16
21020928	12893360128	Black	31	26	381	16
2168504576	12893360128	White	4	8	104	16
2168504576	30073229312	Black	35	24	357	16
36528242944	30073229312	White	6	23	389	16
36528242944	30073237504	Black	3	22	353	16
36561797376	30073237504	White	5	8	16	16
36561797376	30073237536	Black	3	20	322	16
36563894528	30073237536	White	3	19	257	16
36563894528	30073239584	Black	3	2	19	16
36563895552	30073239584	White	3	17	191	16
36563895552	31146981408	Black	3	16	186	16
36563895560	31146981408	White	20	15	171	16
36563895560	31148029984	Black	2	14	181	16
36563895576	31148029984	White	2	13	102	16
36563895576	31148029988	Black	29	12	172	16
37100766488	31148029988	White	28	11	116	16
37100766488	31215138852	Black	28	10	122	16
37101290776	31215138852	White	28	9	56	16
37101290776	31483574308	Black	6	8	70	16
37101290777	31483574308	White	7	7	62	16
37101290777	31483836452	Black	6	6	57	16
37101291289	31483836452	White	7	5	21	16
37101291289	31483836454	Black	6	4	15	16
37235509017	31483836454	White	7	3	7	16
37235509017	31483836518	Black	17	2	3	16
37235509145	31483836518	White	17	1	1	16
0	0	Black	22	12	400	16
256	0	White	32	11	399	16
256	65536	Black	13	10	400	16
384	65536	White	6	11	400	16
384	16842752	Black	6	11	400	16
8388992	16842752	White	31	14	383	16
8388992	16850944	Black	15	14	398	16
8405376	16850944	White	5	8	242	16
8405376	16850976	Black	31	19	396	16
8438144	16850976	White	31	1	1	16
8438144	16851040	Black	31	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	256	Black	12	9	399	16
73728	256	White	15	8	399	16
73728	33024	Black	12	14	400	16
16850944	33024	White	4	9	397	16
16850944	8421632	Black	31	12	398	16
17196720128	8421632	White	4	12	313	16
17196720128	2155905280	Black	7	23	388	16
17196720256	2155905280	White	25	1	1	16
17196720256	2189459712	Black	5	22	397	16
17196736640	2189459712	White	4	1	1	16
17196736640	2189459728	Black	35	18	400	16
17196736704	2189459728	White	11	16	397	16
17196736704	36549198096	Black	5	22	331	16
17196736736	36549198096	White	30	10	91	16
17196736736	37622939920	Black	29	20	306	16
21491704032	37622939920	White	29	19	355	16
21491704032	37622944016	Black	21	18	386	16
21493801184	37622944016	White	29	1	1	16
21493801184	37891379472	Black	29	1	1	16
0	0	Black	22	12	400	16
256	0	White	32	11	399	16
256	16384	Black	22	11	400	16
33024	16384	White	24	12	399	16
33024	16793600	Black	4	12	400	16
33040	16793600	White	31	10	400	16
33040	20987904	Black	23	14	399	16
8421648	20987904	White	30	18	399	16
8421648	20987968	Black	30	12	387	16
1082163472	20987968	White	31	6	139	16
1082163472	20996160	Black	31	5	97	16
1082167568	20996160	White	31	6	129	16
1082167568	4315963456	Black	20	11	276	16
3229651216	4315963456	White	7	3	12	16
3229651216	12905898048	Black	28	3	23	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	256	Black	12	9	399	16
8320	256	White	12	8	379	16
8320	65792	Black	12	17	398	16
16785536	65792	White	23	6	277	16
16785536	82176	Black	23	15	399	16
16818304	82176	White	33	6	161	16
16818304	8470784	Black	5	12	400	16
4311785600	8470784	White	33	5	60	16
4311785600	8598405376	Black	5	11	400	16
21491654784	8598405376	White	22	21	398	16
21491654784	8602599680	Black	6	23	395	16
21493751936	8602599680	White	29	16	305	16
21493751936	9676341504	Black	6	22	395	16
21493752000	9676341504	White	5	3	27	16
21493752000	9676341536	Black	35	20	395	16
23641235648	9676341536	White	11	19	241	16
23641235648	9676341538	Black	20	18	312	16
23641237696	9676341538	White	12	17	243	16
23641237696	9676342562	Black	19	16	339	16
23641761984	9676342562	White	20	15	234	16
23641761984	9676342570	Black	20	14	256	16
23642810560	9676342570	White	18	1	1	16
23642810560	9676604714	Black	2	12	180	16
23642810576	9676604714	White	2	11	100	16
23642810576	9676604718	Black	0	10	74	16
23642810577	9676604718	White	12	9	78	16
23642810577	9945040174	Black	27	8	70	16
24179681489	9945040174	White	12	7	56	16
24179681489	10012149038	Black	35	6	60	16
24179682001	10012149038	White	12	5	13	16
24179682001	44371887406	Black	17	4	11	16
24179686097	44371887406	White	17	3	5	16
0	0	Black	22	12	400	16
4096	0	White	11	10	400	16
4096	8388608	Black	11	13	399	16
4198400	8388608	White	32	9	316	16
4198400	4303355904	Black	13	11	398	16
4198416	4303355904	White	20	9	379	16
4198416	4303364096	Black	20	9	159	16
4198420	4303364096	White	20	5	101	16
4198420	4303396864	Black	3	5	83	16
5246996	4303396864	White	21	4	58	16
5246996	4303413248	Black	28	1	4	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	2097152	Black	14	16	397	16
8396800	2097152	White	3	10	400	16
8396800	2097160	Black	14	11	398	16
8400896	2097160	White	14	3	63	16
8400896	2099208	Black	14	22	385	16
8400898	2099208	White	14	14	289	16
8400898	2623496	Black	27	4	56	16
142618626	2623496	White	14	10	183	16
142618626	3672072	Black	22	2	27	16
142880770	3672072	White	22	22	385	16
0	0	Black	22	12	400	16
4096	0	White	11	10	400	16
4096	16384	Black	11	13	400	16
4112	16384	White	20	10	385	16
4112	1064960	Black	22	10	400	16
4116	1064960	White	3	5	163	16
4116	1064968	Black	22	19	400	16
4198420	1064968	White	32	1	1	16
4198420	4296032264	Black	23	21	399	16
4206612	4296032264	White	31	1	1	16
4206612	6443515912	Black	30	20	398	16
4208660	6443515912	White	10	1	1	16
4208660	6443516936	Black	30	22	398	16
1077950484	6443516936	White	28	23	392	16
1077950484	6711952392	Black	19	22	396	16
1080047636	6711952392	White	23	21	394	16
1080047636	6720341000	Black	5	20	285	16
1080047668	6720341000	White	29	2	5	16
1080047668	6720341002	Black	29	1	2	16
0	0	Black	22	12	400	16
8388608	0	White	31	8	400	16
8388608	2048	Black	22	10	399	16
8392704	2048	White	21	8	393	16
8392704	2099200	Black	31	11	375	16
8392706	2099200	White	3	11	274	16
8392706	2623488	Black	20	15	400	16
8409090	2623488	White	32	11	244	16
8409090	136841216	Black	3	4	61	16
8409098	136841216	White	2	4	170	16
8409098	137889792	Black	13	2	27	16
8671242	137889792	White	22	9	237	16
0	0	Black	22	12	400	16
2097152	0	White	20	11	398	16
2097152	8192	Black	22	13	400	16
2099200	8192	White	31	11	383	16
2099200	8194	Black	20	14	400	16
2623488	8194	White	20	3	32	16
2623488	270338	Black	3	21	391	16
2623496	270338	White	27	1	1	16
2623496	134488066	Black	12	19	377	16
3672072	134488066	White	22	1	1	16
3672072	138682370	Black	4	17	338	16
3672076	138682370	White	29	1	1	16
3672076	675553282	Black	4	12	91	16
3676172	675553282	White	30	1	1	16
3676172	1749295106	Black	28	22	373	16
272111628	1749295106	White	4	1	1	16
272111628	3896778754	Black	4	1	1	16
0	0	Black	22	12	400	16
16777216	0	White	23	9	394	16
16777216	2097152	Black	23	11	396	16
16793600	2097152	White	4	12	398	16
16793600	2105344	Black	4	11	313	16
25182208	2105344	White	5	6	252	16
25182208	2107392	Black	25	6	112	16
29376512	2107392	White	25	1	1	16
29376512	35661824	Black	4	8	193	16
2176860160	35661824	White	4	7	245	16
2176860160	35665920	Black	10	22	382	16
2176861184	35665920	White	30	9	230	16
2176861184	35665952	Black	29	22	395	16
2713732096	35665952	White	30	3	24	16
2713732096	1109407776	Black	3	20	395	16
2713732104	1109407776	White	15	21	332	16
2713732104	1109440544	Black	35	20	388	16
37073470472	1109440544	White	32	19	389	16
37073470472	1109440560	Black	28	18	388	16
37073470536	1109440560	White	32	17	385	16
37073470536	1109964848	Black	20	16	370	16
37074519112	1109964848	White	32	15	390	16
37074519112	1109964852	Black	32	14	355	16
45664453704	1109964852	White	32	13	236	16
45664453704	18289834036	Black	32	12	224	16
45664453832	18289834036	White	8	11	159	16
45664453832	18424051764	Black	8	10	227	16
45664454344	18424051764	White	8	9	186	16
45664454344	18424182836	Black	32	8	157	16
45664519880	18424182836	White	8	7	77	16
45664519880	22719150132	Black	8	6	73	16
45731628744	22719150132	White	8	5	39	16
45731628744	22719150134	Black	8	4	13	16
45731628745	22719150134	White	8	3	6	16
45731628745	22719412278	Black	8	2	2	16
45731629001	22719412278	White	28	1	1	16
0	0	Black	22	12	400	16
4096	0	White	11	10	400	16
4096	2097152	Black	13	11	400	16
4198400	2097152	White	32	9	325	16
4198400	2097156	Black	14	13	398	16
4214784	2097156	White	13	3	35	16
4214784	2105348	Black	5	13	395	16
20992000	2105348	White	23	9	292	16
20992000	2105380	Black	29	17	400	16
557862912	2105380	White	4	9	230	16
557862912	2105396	Black	3	20	400	16
557862920	2105396	White	23	23	392	16
557862920	10494004	Black	6	24	398	16
557928456	10494004	White	32	7	114	16
557928456	10494068	Black	7	22	355	16
4852895752	10494068	White	8	2	3	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	2097152	Black	14	16	397	16
8396800	2097152	White	3	10	400	16
8396800	2097160	Black	14	11	398	16
8400896	2097160	White	14	3	63	16
8400896	2099208	Black	14	22	385	16
8925184	2099208	White	14	14	323	16
8925184	2099210	Black	31	4	56	16
2156408832	2099210	White	22	7	204	16
2156408832	2099214	Black	15	2	27	16
2156408848	2099214	White	22	1	1	16
0	0	Black	22	12	400	16
4096	0	White	11	10	400	16
4096	4194304	Black	13	11	400	16
1052672	4194304	White	11	9	391	16
1052672	4194320	Black	11	10	398	16
1053696	4194320	White	11	4	65	16
1053696	4196368	Black	30	19	400	16
1074795520	4196368	White	0	1	1	16
1074795520	4196369	Black	31	18	400	16
1343230976	4196369	White	29	3	28	16
1343230976	4204561	Black	31	12	144	16
3490714624	4204561	White	29	1	1	16
3490714624	541075473	Black	19	10	120	16
3492811776	541075473	White	3	3	24	16
3492811776	541075481	Black	19	8	36	16
3493336064	541075481	White	18	1	1	16
3493336064	541075483	Black	18	10	26	16
0	0	Black	22	12	400	16
524288	0	White	11	10	398	16
524288	65536	Black	20	8	385	16
526336	65536	White	3	7	391	16
526336	81920	Black	3	13	385	16
2623488	81920	White	20	4	43	16
2623488	114688	Black	20	2	31	16
2631680	114688	White	17	6	254	16
0	0	Black	22	12	400	16
65536	0	White	14	10	391	16
65536	64	Black	13	11	400	16
81920	64	White	15	3	36	16
81920	32832	Black	32	18	400	16
16859136	32832	White	23	8	265	16
16859136	8421440	Black	34	9	256	16
17196728320	8421440	White	4	1	1	16
17196728320	8421456	Black	32	7	157	16
21491695616	8421456	White	8	1	1	16
21491695616	8421584	Black	8	1	1	16
21491695648	8421584	White	8	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	65536	Black	12	10	398	16
40960	65536	White	14	11	394	16
40960	81920	Black	23	10	400	16
40992	81920	White	35	6	400	16
40992	16859136	Black	4	12	400	16
8429600	16859136	White	4	6	371	16
8429600	16859144	Black	7	7	160	16
8429728	16859144	White	31	1	1	16
8429728	2164342792	Black	6	4	30	16
8429792	2164342792	White	8	1	1	16
8429792	2164342808	Black	8	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	16	Black	12	10	400	16
4198400	16	White	32	10	356	16
4198400	20	Black	3	15	400	16
4198408	20	White	21	5	73	16
4198408	2097172	Black	11	10	400	16
4214792	2097172	White	13	8	48	16
4214792	2105364	Black	5	12	400	16
4214856	2105364	White	30	1	1	16
4214856	1075847188	Black	29	16	397	16
20992072	1075847188	White	32	25	376	16
20992072	1075847220	Black	29	23	400	16
557862984	1075847220	White	23	23	357	16
557862984	9665781812	Black	23	22	399	16
557928520	9665781812	White	15	21	349	16
557928520	9665814580	Black	32	20	331	16
4852895816	9665814580	White	23	3	20	16
4852895816	9665814836	Black	23	18	327	16
4886450248	9665814836	White	23	1	1	16
4886450248	9674203444	Black	31	16	382	16
22066319432	9674203444	White	7	8	16	16
22066319432	9674203572	Black	31	14	281	16
24213803080	9674203572	White	28	13	236	16
24213803080	9741312436	Black	17	12	262	16
24213805128	9741312436	White	28	11	226	16
24213805128	44101050804	Black	17	10	68	16
24213936200	44101050804	White	28	9	105	16
24213936200	44101575092	Black	28	8	73	16
24213936712	44101575092	White	10	1	1	16
24213936712	44235792820	Black	10	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	4194304	Black	12	11	400	16
10240	4194304	White	12	3	34	16
10240	4198400	Black	2	11	400	16
10244	4198400	White	3	10	328	16
10244	6295552	Black	20	25	398	16
10252	6295552	White	23	7	196	16
10252	6295568	Black	23	28	387	16
1058828	6295568	White	29	1	1	16
1058828	543166480	Black	1	26	384	16
9447436	543166480	White	33	1	1	16
9447436	543182864	Black	33	3	34	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	16	Black	21	10	400	16
4202496	16	White	23	14	374	16
4202496	4112	Black	23	15	400	16
5251072	4112	White	21	3	32	16
5251072	2101264	Black	30	10	400	16
5251080	2101264	White	29	12	400	16
5251080	2117648	Black	24	11	400	16
22028296	2117648	White	23	3	33	16
