bp	wp	player	move	reaction_time	player_id	16
18685993774	15606504657	White	35	3	6	16
18685993774	15606635729	Black	35	2	2	16
18753102638	15606635729	White	35	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	4096	Black	23	12	399	16
2105344	4096	White	5	8	369	16
2105344	1052672	Black	4	13	373	16
538976256	1052672	White	5	1	1	16
538976256	1052704	Black	4	13	400	16
538976272	1052704	White	31	5	57	16
538976272	5247008	Black	30	18	400	16
547364880	5247008	White	31	20	397	16
547364880	5263392	Black	30	26	385	16
4842332176	5263392	White	33	12	111	16
4842332176	1079005216	Black	6	19	400	16
4842332240	1079005216	White	33	9	125	16
4842332240	1095782432	Black	33	9	146	16
13432266832	1095782432	White	3	1	1	16
13432266832	18275651616	Black	3	1	1	16
0	0	Black	22	12	400	16
8388608	0	White	31	8	400	16
8388608	8192	Black	24	10	400	16
12582912	8192	White	21	3	59	16
12582912	2105344	Black	5	30	396	16
29360128	2105344	White	25	1	1	16
29360128	35659776	Black	30	14	396	16
29392896	35659776	White	31	9	330	16
29392896	35659808	Black	29	21	400	16
566263808	35659808	White	31	7	154	16
566263808	2183143456	Black	12	19	398	16
9156198400	2183143456	White	6	1	1	16
9156198400	2183143520	Black	4	6	130	16
9156214784	2183143520	White	16	23	343	16
9156214784	2183145568	Black	1	4	69	16
9156214786	2183145568	White	16	21	293	16
9156214786	2183149664	Black	10	6	62	16
9156215810	2183149664	White	16	19	185	16
9156215810	2183149672	Black	4	4	22	16
10229957634	2183149672	White	4	6	35	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	8388608	Black	12	13	400	16
24576	8388608	White	12	3	69	16
24576	8421376	Black	31	21	397	16
2147508224	8421376	White	11	10	360	16
2147508224	25198592	Black	22	11	225	16
2151702528	25198592	White	4	3	55	16
2151702528	25198608	Black	11	9	234	16
2151702592	25198608	White	30	1	1	16
2151702592	1098940432	Black	11	11	123	16
2151706688	1098940432	White	11	1	1	16
2151706688	1098942480	Black	2	24	399	16
6446673984	1098942480	White	2	1	1	16
6446673984	1098942484	Black	3	22	373	16
15036608576	1098942484	White	34	1	1	16
15036608576	18278811668	Black	3	20	289	16
15038705728	18278811668	White	20	19	325	16
15038705728	18279860244	Black	29	6	51	16
15575576640	18279860244	White	5	2	3	16
15575576640	18279861268	Black	5	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	8192	Black	30	11	400	16
4210688	8192	White	32	7	392	16
4210688	8256	Black	21	13	400	16
6307840	8256	White	20	3	65	16
6307840	8396864	Black	3	14	398	16
23085056	8396864	White	20	11	292	16
23085056	8396880	Black	3	20	400	16
24133632	8396880	White	19	1	1	16
24133632	8921168	Black	3	17	399	16
24134656	8921168	White	30	24	399	16
24134656	8921176	Black	33	3	30	16
8614069248	8921176	White	5	23	373	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	4096	Black	23	16	400	16
4210688	4096	White	30	10	396	16
4210688	12288	Black	23	9	399	16
4210752	12288	White	30	1	1	16
4210752	8400896	Black	30	1	1	16
0	0	Black	22	12	400	16
8388608	0	White	31	8	400	16
8388608	4194304	Black	13	10	400	16
25165824	4194304	White	32	8	399	16
25165824	4210688	Black	32	11	400	16
25174016	4210688	White	33	17	398	16
25174016	1077952512	Black	6	13	399	16
25174080	1077952512	White	33	11	163	16
25174080	9667887104	Black	7	21	400	16
2172657728	9667887104	White	26	10	147	16
2172657728	13962854400	Black	7	7	115	16
2206212160	13962854400	White	26	1	1	16
2206212160	14029963264	Black	7	5	62	16
19386081344	14029963264	White	7	10	92	16
19386081344	14029967360	Black	2	15	242	16
19386081348	14029967360	White	3	14	251	16
19386081348	14032064512	Black	3	11	192	16
19386081356	14032064512	White	4	5	45	16
19386081356	14033113088	Black	19	9	165	16
19386605644	14033113088	White	4	3	18	16
19386605644	14033113104	Black	28	9	128	16
19655041100	14033113104	White	1	3	20	16
19655041100	14033114128	Black	0	7	38	16
19655041101	14033114128	White	1	1	1	16
19655041101	14033114130	Black	7	5	23	16
19655041229	14033114130	White	15	1	1	16
19655041229	14033179666	Black	5	3	11	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	4194304	Black	12	11	400	16
24576	4194304	White	15	3	67	16
24576	12582912	Black	15	5	102	16
57344	12582912	White	12	1	1	16
57344	12648448	Black	12	1	1	16
0	0	Black	22	12	400	16
8388608	0	White	31	8	400	16
8388608	4194304	Black	13	10	400	16
8421376	4194304	White	31	8	395	16
8421376	2151677952	Black	14	20	398	16
8486912	2151677952	White	14	6	60	16
8486912	2151686144	Black	4	25	387	16
8486928	2151686144	White	14	8	286	16
8486928	2153783296	Black	14	9	130	16
8486960	2153783296	White	14	7	180	16
8486960	2153799680	Black	6	5	75	16
42041392	2153799680	White	35	3	17	16
42041392	36513538048	Black	7	5	67	16
42041520	36513538048	White	34	1	1	16
42041520	53693407232	Black	6	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	8388608	Black	12	13	400	16
40960	8388608	White	14	4	38	16
40960	8404992	Black	5	11	400	16
40992	8404992	White	4	14	335	16
40992	10502144	Black	22	15	400	16
33595424	10502144	White	35	1	1	16
33595424	34370240512	Black	22	19	400	16
0	0	Black	22	12	400	16
34359738368	0	White	5	9	393	16
34359738368	8388608	Black	13	9	400	16
51539607552	8388608	White	33	11	396	16
51539607552	25165824	Black	22	12	397	16
51573161984	25165824	White	5	11	323	16
51573161984	4320133120	Black	16	9	153	16
51573227520	4320133120	White	7	1	1	16
51573227520	12910067712	Black	7	1	1	16
0	0	Black	22	12	400	16
134217728	0	White	29	9	399	16
134217728	2147483648	Black	19	10	399	16
134479872	2147483648	White	19	10	392	16
134479872	2147484160	Black	28	12	399	16
402915328	2147484160	White	19	12	393	16
402915328	2684355072	Black	22	15	400	16
403439616	2684355072	White	20	12	295	16
403439616	2684357120	Black	10	24	387	16
403440640	2684357120	White	1	1	1	16
403440640	2684357122	Black	21	25	387	16
404489216	2684357122	White	21	1	1	16
0	0	Black	22	12	400	16
4294967296	0	White	34	9	373	16
4294967296	34359738368	Black	23	7	400	16
4303355904	34359738368	White	22	8	398	16
4303355904	34359754752	Black	22	19	399	16
4307550208	34359754752	White	21	3	63	16
4307550208	34393309184	Black	21	4	81	16
4307582976	34393309184	White	21	7	208	16
4307582976	34395406336	Black	31	5	81	16
6455066624	34395406336	White	7	3	28	16
6455066624	34395414528	Black	7	1	1	16
0	0	Black	22	12	400	16
256	0	White	32	11	399	16
256	64	Black	13	11	400	16
34359738624	64	White	13	12	400	16
34359738624	131136	Black	22	10	396	16
51539607808	131136	White	33	11	400	16
51539607808	8590065728	Black	24	11	399	16
51573162240	8590065728	White	24	12	147	16
51573162240	8590131264	Black	24	23	395	16
51573195008	8590131264	White	5	1	1	16
51573195008	8590131296	Black	4	18	388	16
51573195016	8590131296	White	14	18	399	16
51573195016	8590131312	Black	7	23	392	16
51581583624	8590131312	White	7	12	79	16
0	0	Black	22	12	400	16
2147483648	0	White	29	9	278	16
2147483648	4194304	Black	30	9	400	16
6442450944	4194304	White	30	3	67	16
6442450944	8594128896	Black	3	13	400	16
7516192768	8594128896	White	29	1	1	16
7516192768	9130999808	Black	23	10	400	16
7524581376	9130999808	White	14	8	139	16
7524581376	9131016192	Black	24	12	400	16
7524614144	9131016192	White	7	1	1	16
7524614144	9131016320	Black	21	12	400	16
7526711296	9131016320	White	12	13	147	16
7526711296	9131020416	Black	11	16	400	16
7527759872	9131020416	White	19	19	382	16
7527759872	9131544704	Black	11	22	382	16
7544537088	9131544704	White	11	21	317	16
7544537088	9165099136	Black	11	20	311	16
7544537152	9165099136	White	11	19	354	16
7544537152	9165100160	Black	11	18	287	16
7544537184	9165100160	White	11	17	228	16
7544537184	9165100176	Black	11	16	269	16
7544537186	9165100176	White	11	1	1	16
7544537186	9165165712	Black	11	4	8	16
24724406370	9165165712	White	11	1	1	16
24724406370	9165165716	Black	11	1	1	16
24858624098	9165165716	White	11	1	1	16
24858624098	9165165717	Black	11	1	1	16
59218362466	9165165717	White	11	1	1	16
59218362466	9165165973	Black	11	1	1	16
59218493538	9165165973	White	11	1	1	16
59218493538	9433601429	Black	11	1	1	16
59218501730	9433601429	White	11	1	1	16
59218501730	9433601437	Black	11	1	1	16
0	0	Black	22	12	400	16
2	0	White	30	9	400	16
2	34359738368	Black	3	8	400	16
1026	34359738368	White	19	8	369	16
1026	34360262656	Black	11	13	400	16
1282	34360262656	White	32	11	396	16
1282	51540131840	Black	11	15	385	16
8589935874	51540131840	White	31	12	348	16
8589935874	51573686272	Black	7	10	394	16
8590001410	51573686272	White	24	17	185	16
8590001410	51573719040	Black	5	22	398	16
8590001442	51573719040	White	32	18	384	16
8590001442	51590496256	Black	23	23	389	16
8598390050	51590496256	White	3	8	283	16
8598390050	51590512640	Black	4	22	382	16
8598398242	51590512640	White	3	1	1	16
8598398242	51590512648	Black	4	20	288	16
8598400290	51590512648	White	12	1	1	16
0	0	Black	22	12	400	16
536870912	0	White	20	10	398	16
536870912	256	Black	30	10	396	16
537919488	256	White	11	7	205	16
537919488	2304	Black	21	17	398	16
540016640	2304	White	19	4	76	16
540016640	4196608	Black	30	16	399	16
540024832	4196608	White	5	1	1	16
540024832	4196640	Black	30	21	400	16
540549120	4196640	White	18	1	1	16
540549120	4458784	Black	30	25	399	16
1614290944	4458784	White	28	3	26	16
1614290944	272894240	Black	3	23	398	16
1614295040	272894240	White	3	1	1	16
1614295040	272894248	Black	4	15	393	16
3761778688	272894248	White	32	1	1	16
3761778688	4567861544	Black	4	16	347	16
3770167296	4567861544	White	15	3	27	16
3770167296	4567894312	Black	10	13	305	16
3803721728	4567894312	White	24	17	358	16
3803721728	4584671528	Black	16	4	32	16
3803721792	4584671528	White	16	15	246	16
3803721792	4584671656	Black	16	14	300	16
3803722816	4584671656	White	0	8	16	16
3803722816	4584671657	Black	16	12	50	16
3803723328	4584671657	White	16	9	45	16
3803723328	4584688041	Black	16	4	21	16
3803788864	4584688041	White	4	9	153	16
3803788864	21764557225	Black	4	8	55	16
3803788880	21764557225	White	33	7	45	16
3803788880	21898774953	Black	33	6	43	16
3803788882	21898774953	White	33	5	15	16
3803788882	56258513321	Black	33	4	8	16
12393723474	56258513321	White	17	3	6	16
12393723474	56325622185	Black	17	2	2	16
12393854546	56325622185	White	2	1	1	16
0	0	Black	22	12	400	16
34359738368	0	White	5	9	393	16
34359738368	134217728	Black	13	9	399	16
34359738624	134217728	White	22	9	400	16
34359738624	134217729	Black	26	8	284	16
34360000768	134217729	White	17	9	248	16
34360000768	402653185	Black	26	12	363	16
34896871680	402653185	White	17	8	229	16
34896871680	403701761	Black	17	13	364	16
34930426112	403701761	White	5	11	262	16
34930426112	403705857	Black	4	6	83	16
34930426128	403705857	White	5	7	88	16
34930426128	405803009	Black	5	5	55	16
36004167952	405803009	White	31	10	220	16
36004167952	409997313	Black	19	2	23	16
36012556560	409997313	White	19	18	359	16
0	0	Black	22	12	400	16
2147483648	0	White	29	9	278	16
2147483648	1	Black	32	8	400	16
6442450944	1	White	30	4	93	16
6442450944	8589934593	Black	22	8	397	16
6459228160	8589934593	White	23	6	375	16
6459228160	8590000129	Black	22	8	397	16
6467616768	8590000129	White	22	4	53	16
6467616768	8590016513	Black	22	5	109	16
6501171200	8590016513	White	22	1	1	16
6501171200	8594210817	Black	26	1	1	16
0	0	Black	22	12	400	16
34359738368	0	White	5	9	393	16
34359738368	2147483648	Black	33	8	400	16
34426847232	2147483648	White	25	14	391	16
34426847232	3221225472	Black	8	13	363	16
34426978304	3221225472	White	8	3	10	16
34426978304	3221225728	Black	29	7	359	16
34460532736	3221225728	White	24	12	207	16
34460532736	7516193024	Black	33	2	29	16
34997403648	7516193024	White	33	16	378	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	65536	Black	21	8	397	16
12582912	65536	White	21	4	86	16
12582912	4295032832	Black	21	7	71	16
29360128	4295032832	White	21	1	1	16
29360128	4297129984	Black	25	1	1	16
0	0	Black	22	12	400	16
8	0	White	4	10	400	16
8	33554432	Black	12	8	383	16
67108872	33554432	White	4	13	400	16
67108872	33619968	Black	5	10	400	16
17246978056	33619968	White	33	12	400	16
17246978056	33652736	Black	14	16	399	16
17246994440	33652736	White	33	15	366	16
17246994440	50429952	Black	22	15	399	16
25836929032	50429952	White	32	7	63	16
25836929032	58818560	Black	22	24	384	16
25841123336	58818560	White	32	8	55	16
25841123336	4353785856	Black	8	18	393	16
25841123592	4353785856	White	35	14	381	16
25841123592	4353785984	Black	31	21	377	16
25975341320	4353785984	White	31	20	354	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	34359738368	Black	21	9	400	16
12582912	34359738368	White	21	4	74	16
12582912	34426847232	Black	21	3	65	16
14680064	34426847232	White	24	1	1	16
14680064	34426847248	Black	20	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	65536	Black	21	8	397	16
6291456	65536	White	20	3	68	16
6291456	8454144	Black	12	10	389	16
6295552	8454144	White	20	6	257	16
6295552	9502720	Black	32	7	335	16
6295556	9502720	White	32	1	1	16
6295556	4304470016	Black	3	9	280	16
6311940	4304470016	White	30	5	82	16
6311940	4304478208	Black	30	5	86	16
23089156	4304478208	White	30	3	26	16
23089156	4304478216	Black	33	23	387	16
8613023748	4304478216	White	6	7	47	16
8613023748	4304510984	Black	4	22	397	16
25792892932	4304510984	White	4	1	1	16
25792892932	4304511000	Black	6	17	399	16
25792892964	4304511000	White	30	19	345	16
25792892964	6451994648	Black	7	18	293	16
26866634788	6451994648	White	6	10	28	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	33554432	Black	12	8	392	16
12288	33554432	White	11	3	82	16
12288	33556480	Black	22	8	392	16
2147495936	33556480	White	22	8	333	16
2147495936	37750784	Black	23	10	359	16
2147512320	37750784	White	15	1	1	16
2147512320	37783552	Black	5	23	394	16
2147512352	37783552	White	21	10	289	16
2147512352	46172160	Black	24	26	385	16
2164289568	46172160	White	30	9	268	16
2164289568	17226041344	Black	21	9	98	16
2164355104	17226041344	White	8	10	162	16
2164355104	17226041600	Black	21	7	81	16
6459322400	17226041600	White	30	8	41	16
6459322400	18299783424	Black	21	20	358	16
6459322408	18299783424	White	4	13	45	16
6459322408	18299783425	Black	4	5	55	16
6459322424	18299783425	White	2	1	1	16
6459322424	18299783489	Black	2	1	1	16
0	0	Black	22	12	400	16
4294967296	0	White	34	9	373	16
4294967296	8192	Black	33	11	400	16
4295098368	8192	White	12	11	400	16
4295098368	12288	Black	14	10	374	16
4295100416	12288	White	31	16	386	16
4295100416	28672	Black	15	12	396	16
4295133184	28672	White	31	11	366	16
4295133184	4222976	Black	21	13	397	16
5368875008	4222976	White	31	3	28	16
5368875008	2151706624	Black	4	16	400	16
5368875024	2151706624	White	16	16	395	16
5368875024	2160095232	Black	21	17	393	16
5370972176	2160095232	White	3	15	395	16
5370972176	2160095240	Black	33	22	363	16
13960906768	2160095240	White	35	13	249	16
13960906768	2176872456	Black	25	18	393	16
13994461200	2176872456	White	35	8	28	16
13994461200	2176872488	Black	35	18	338	16
13994461204	2176872488	White	35	17	263	16
13994461204	2177921064	Black	35	16	289	16
13994461268	2177921064	White	35	15	247	16
13994461268	2178445352	Black	35	14	292	16
13994462292	2178445352	White	35	13	202	16
13994462292	2312663080	Black	35	12	160	16
13994724436	2312663080	White	35	11	131	16
13994724436	19492532264	Black	8	10	201	16
13994724437	19492532264	White	9	9	173	16
13994724437	19492532520	Black	16	8	101	16
14531595349	19492532520	White	16	7	101	16
0	0	Black	22	12	400	16
134217728	0	White	29	9	399	16
134217728	262144	Black	22	10	400	16
134742016	262144	White	29	11	388	16
134742016	264192	Black	13	12	400	16
1208483840	264192	White	28	11	300	16
1208483840	537135104	Black	13	17	400	16
1208483844	537135104	White	21	10	330	16
1208483844	537143296	Black	12	24	391	16
1208487940	537143296	White	21	7	75	16
1208487940	539240448	Black	5	23	388	16
1208487972	539240448	White	22	8	172	16
1208487972	543434752	Black	4	24	373	16
1208487973	543434752	White	3	7	50	16
1208487973	544483328	Black	23	4	44	16
1216876581	544483328	White	3	7	62	16
1216876581	2691966976	Black	1	2	21	16
1216876597	2691966976	White	3	14	24	16
0	0	Black	22	12	400	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	2147483648	Black	14	11	400	16
1077936128	2147483648	White	21	8	394	16
1077936128	2147500032	Black	21	15	311	16
1086324736	2147500032	White	21	3	50	16
1086324736	2147504128	Black	21	3	56	16
1088421888	2147504128	White	20	1	1	16
1088421888	2148552704	Black	24	1	1	16
0	0	Black	22	12	400	16
4294967296	0	White	34	9	373	16
4294967296	2097152	Black	23	11	400	16
4294967304	2097152	White	31	7	323	16
4294967304	2105344	Black	5	11	397	16
4294967336	2105344	White	4	4	71	16
4294967336	6299648	Black	23	8	126	16
4303355944	6299648	White	14	1	1	16
4303355944	6316032	Black	4	3	33	16
4303356008	6316032	White	4	1	1	16
4303356008	6348800	Black	4	1	2	16
0	0	Black	22	12	400	16
8388608	0	White	31	8	400	16
8388608	32	Black	13	11	400	16
8396800	32	White	33	10	400	16
8396800	40	Black	4	14	400	16
8396816	40	White	22	5	79	16
8396816	4194344	Black	12	20	400	16
8413200	4194344	White	12	4	72	16
8413200	4198440	Black	32	28	388	16
10510352	4198440	White	32	10	279	16
10510352	4198568	Black	32	23	400	16
10543120	4198568	White	16	1	1	16
10543120	4264104	Black	34	18	397	16
27320336	4264104	White	34	13	92	16
27320336	17184133288	Black	25	22	386	16
60874768	17184133288	White	26	1	1	16
60874768	17251242152	Black	6	20	386	16
60874832	17251242152	White	33	1	1	16
60874832	25841176744	Black	32	18	385	16
61923408	25841176744	White	19	17	365	16
61923408	25841438888	Black	32	16	336	16
4356890704	25841438888	White	2	15	316	16
4356890704	25841438889	Black	9	14	224	16
4356892752	25841438889	White	2	13	318	16
4356892752	25841438891	Black	2	12	142	16
4356892756	25841438891	White	29	1	1	16
4356892756	26378309803	Black	9	10	138	16
4356893780	26378309803	White	9	9	102	16
4356893780	26512527531	Black	9	8	40	16
4356894292	26512527531	White	30	7	86	16
4356894292	26512527787	Black	19	6	44	16
4357025364	26512527787	White	30	5	26	16
4357025364	27586269611	Black	28	4	8	16
0	0	Black	22	12	400	16
1024	0	White	11	12	400	16
1024	16777216	Black	11	9	393	16
1073742848	16777216	White	20	7	370	16
1073742848	16785408	Black	20	10	375	16
1073742849	16785408	White	20	6	9	16
1073742849	17833984	Black	19	10	398	16
1073746945	17833984	White	11	10	230	16
1073746945	19931136	Black	22	15	398	16
1077941249	19931136	White	32	13	212	16
1077941249	556802048	Black	5	15	386	16
1077941281	556802048	White	32	7	202	16
1077941281	556818432	Black	2	7	109	16
1077941297	556818432	White	6	6	133	16
1077941297	556851200	Black	16	22	386	16
1078006833	556851200	White	6	3	39	16
1078006833	556851208	Black	6	20	332	16
9667941425	556851208	White	32	7	60	16
9667941425	565239816	Black	11	18	329	16
9735050289	565239816	White	32	16	92	16
9735050289	2712723464	Black	7	16	135	16
9735050417	2712723464	White	6	1	1	16
9735050417	2712723528	Black	11	14	133	16
9735052465	2712723528	White	9	1	1	16
9735052465	2712724040	Black	19	12	131	16
14030019761	2712724040	White	34	3	13	16
14030019761	2712986184	Black	19	5	40	16
14030544049	2712986184	White	34	3	10	16
14030544049	2981421640	Black	34	3	9	16
14030675121	2981421640	White	34	3	8	16
14030675121	2981421644	Black	34	3	13	16
48390413489	2981421644	White	34	1	1	16
48390413489	2981421900	Black	34	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	33554432	Black	12	8	392	16
24576	33554432	White	15	4	89	16
24576	33587200	Black	5	11	383	16
28672	33587200	White	11	1	1	16
28672	33589248	Black	5	9	324	16
4222976	33589248	White	4	6	297	16
4222976	33589280	Black	35	28	392	16
34363961344	33589280	White	4	9	288	16
34363961344	33589284	Black	4	9	203	16
34380738560	33589284	White	23	5	94	16
34380738560	33589300	Black	3	18	394	16
34382835712	33589300	White	23	1	1	16
34382835712	41977908	Black	3	22	386	16
34383360000	41977908	White	20	3	22	16
34383360000	43026484	Black	3	3	22	16
34920230912	43026484	White	3	19	348	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	1048576	Black	14	12	400	16
2147491840	1048576	White	4	9	381	16
2147491840	5242880	Black	21	8	383	16
2149588992	5242880	White	29	5	182	16
2149588992	13631488	Black	11	6	205	16
2149589024	13631488	White	29	1	1	16
2149589024	550502400	Black	11	6	100	16
2149589026	550502400	White	11	1	1	16
2149589026	550504448	Black	2	22	396	16
2149589030	550504448	White	3	4	33	16
2149589030	550508544	Black	3	5	36	16
2149589038	550508544	White	4	1	1	16
2149589038	550508560	Black	0	1	1	16
0	0	Black	22	12	400	16
16777216	0	White	23	9	394	16
16777216	4194304	Black	32	14	400	16
16793600	4194304	White	4	10	345	16
16793600	4194320	Black	15	19	400	16
16801792	4194320	White	15	3	63	16
16801792	8594128912	Black	12	3	61	16
25190400	8594128912	White	12	4	59	16
25190400	8594128916	Black	15	3	60	16
4320157696	8594128916	White	5	3	9	16
4320157696	8594128948	Black	3	26	375	16
4320157704	8594128948	White	12	3	26	16
4320157704	8594161716	Black	25	24	386	16
4320223240	8594161716	White	8	1	1	16
4320223240	8594161972	Black	25	22	344	16
4320227336	8594161972	White	11	1	1	16
4320227336	8594164020	Black	25	20	335	16
4857098248	8594164020	White	25	7	48	16
4857098248	8728381748	Black	30	5	54	16
5930840072	8728381748	White	31	3	18	16
5930840072	10875865396	Black	21	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	1073741824	Black	23	13	400	16
4194308	1073741824	White	32	10	398	16
4194308	1075838976	Black	3	11	399	16
4194309	1075838976	White	32	22	400	16
4194309	1075843072	Black	3	24	396	16
4194317	1075843072	White	1	2	3	16
4194317	1075843074	Black	11	23	396	16
20971533	1075843074	White	23	13	163	16
20971533	3223326722	Black	11	6	94	16
20971549	3223326722	White	5	1	1	16
0	0	Black	22	12	400	16
8388608	0	White	31	8	400	16
8388608	4096	Black	24	10	398	16
10485760	4096	White	22	3	38	16
10485760	4198400	Black	32	9	400	16
4305453056	4198400	White	5	9	158	16
4305453056	4214784	Black	13	17	399	16
5379194880	4214784	White	31	3	37	16
5379194880	2151698432	Black	13	12	400	16
5379203072	2151698432	White	3	7	151	16
5379203072	2151698464	Black	4	11	400	16
5380251648	2151698464	White	29	14	342	16
5380251648	2152222752	Black	3	17	400	16
13970186240	2152222752	White	3	1	1	16
13970186240	2152222816	Black	3	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	65536	Black	21	8	397	16
37748736	65536	White	24	13	397	16
37748736	81920	Black	15	15	397	16
46137344	81920	White	24	1	1	16
46137344	16859136	Black	21	23	382	16
46170112	16859136	White	20	10	298	16
46170112	16859152	Black	34	18	400	16
8636104704	16859152	White	34	21	376	16
0	0	Black	22	12	400	16
2097152	0	White	20	11	398	16
2097152	16384	Black	20	10	399	16
6291456	16384	White	20	3	67	16
6291456	8404992	Black	20	11	396	16
4301258752	8404992	White	12	8	349	16
4301258752	8409088	Black	13	15	400	16
4301266944	8409088	White	31	8	287	16
4301266944	2155892736	Black	20	16	400	16
4301791232	2155892736	White	20	1	1	16
4301791232	2156941312	Black	4	14	400	16
4301791264	2156941312	White	29	1	1	16
4301791264	2693812224	Black	4	19	400	16
4570226720	2693812224	White	4	23	381	16
4570226720	2693813248	Black	11	20	399	16
4570228768	2693813248	White	3	10	78	16
4570228768	2693813249	Black	30	20	398	16
5643970592	2693813249	White	3	9	101	16
5643970592	2828030977	Black	15	18	384	16
5677525024	2828030977	White	15	17	370	16
5677525024	2844808193	Black	15	16	199	16
22857394208	2844808193	White	7	7	92	16
22857394208	2844873729	Black	15	14	167	16
57217132576	2844873729	White	33	1	1	16
57217132576	11434808321	Black	15	1	1	16
0	0	Black	22	12	400	16
8192	0	White	14	10	397	16
8192	8388608	Black	12	13	400	16
2105344	8388608	White	5	8	397	16
2105344	8388640	Black	12	15	396	16
2121728	8388640	White	12	5	68	16
2121728	8421408	Black	11	28	383	16
2149605376	8421408	White	11	5	85	16
2149605376	8423456	Black	25	15	397	16
2166382592	8423456	White	4	5	69	16
2166382592	8423472	Black	3	18	398	16
2166382656	8423472	White	30	6	77	16
2166382656	12617776	Black	32	24	381	16
2166448192	12617776	White	32	8	101	16
2166448192	4307585072	Black	12	22	379	16
2166452288	4307585072	White	30	21	344	16
2166452288	12897519664	Black	3	20	317	16
3240194112	12897519664	White	3	1	1	16
3240194112	12897519672	Black	2	7	73	16
3240194116	12897519672	White	25	17	339	16
3240194116	47257258040	Black	25	2	17	16
20420063300	47257258040	White	25	15	226	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	32768	Black	21	11	399	16
4210688	32768	White	6	10	397	16
4210688	1073774592	Black	23	12	396	16
12599296	1073774592	White	21	3	63	16
12599296	1090551808	Black	32	11	331	16
12603392	1090551808	White	32	4	86	16
12603392	9680486400	Black	6	27	381	16
12603456	9680486400	White	32	3	56	16
12603456	13975453696	Black	31	26	377	16
2160087104	13975453696	White	13	4	81	16
2160087104	13975461888	Black	4	24	340	16
2160087120	13975461888	White	21	5	102	16
2160087120	13975461920	Black	20	4	30	16
2161135696	13975461920	White	21	1	1	16
2161135696	14243897376	Black	21	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	16384	Black	21	15	400	16
4198400	16384	White	32	9	352	16
4198400	4294983680	Black	21	10	400	16
20975616	4294983680	White	23	6	55	16
20975616	4303372288	Black	5	8	262	16
20975648	4303372288	White	31	13	396	16
20975648	4303380480	Black	4	22	391	16
21008416	4303380480	White	33	18	396	16
21008416	12893315072	Black	3	4	82	16
21008424	12893315072	White	30	9	171	16
21008424	15040798720	Black	30	2	25	16
1094750248	15040798720	White	21	1	1	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	16384	Black	21	15	400	16
12582912	16384	White	21	3	61	16
12582912	16793600	Black	4	11	391	16
12582928	16793600	White	20	9	335	16
12582928	4311760896	Black	13	20	391	16
12587024	4311760896	White	20	3	53	16
12587024	4311826432	Black	8	4	57	16
12587280	4311826432	White	20	3	42	16
12587280	4311859200	Black	13	2	27	16
12595472	4311859200	White	31	5	45	16
0	0	Black	22	12	400	16
4194304	0	White	30	11	398	16
4194304	16384	Black	21	15	400	16
4198400	16384	White	32	9	352	16
4198400	4294983680	Black	21	10	400	16
5246976	4294983680	White	21	6	49	16
5246976	4303372288	Black	5	11	333	16
5247008	4303372288	White	21	7	129	16
5247008	4303374336	Black	4	7	173	16
542117920	4303374336	White	21	6	57	16
542117920	4305471488	Black	4	7	140	16
810553376	4305471488	White	4	1	1	16
810553376	4305471504	Black	30	3	27	16
1884295200	4305471504	White	27	1	1	16
1884295200	6452955152	Black	27	1	1	16
0	0	Black	22	12	400	16
0	0	Black	22	12	400	16
8388608	0	White	31	8	400	16
8388608	16384	Black	22	12	400	16
8421376	16384	White	31	13	397	16
8421376	4210688	Black	31	12	400	16
8421440	4210688	White	31	8	189	16
8421440	20987904	Black	7	6	101	16
8421456	20987904	White	7	6	126	16
8421456	20992000	Black	5	3	44	16
8429648	20992000	White	5	7	163	16
8429648	20992004	Black	32	10	243	16
4303396944	20992004	White	31	5	154	16
4303396944	20992012	Black	7	6	85	16
4303396946	20992012	White	31	5	52	16
4303396946	23089164	Black	30	22	384	16
5377138770	23089164	White	31	3	22	16
5377138770	24137740	Black	19	20	346	16
5377663058	24137740	White	31	3	20	16
5377663058	24139788	Black	29	11	97	16
5914533970	24139788	White	31	1	1	16
